,index,cycletime(s), totalflow(Veh/h),flow(1),flow(2),flow(3),flow(4),losttime(s),green_time(1),green_time(2),green_time(3),green_time(4),avgdelay,stopsPerVehicle,stopDelay,emissionsco,fuelconsumption,stdev_delay,avg_qlen,gt1,gt2,gt3,gt4
96,772,50,1620,324,486,324,486,24,29.2,31.8,29.2,31.8,17.2851766,0.708705577,10.31804187,3.802107726,0.05439353,9.430121248,5.492366393,#REF!,#REF!,#REF!,#REF!
107,770,50,1620,162,648,162,648,24,26.6,34.4,26.6,34.4,17.72889002,0.731444969,10.45722891,3.885141373,0.055581422,10.20681271,5.496452826,#REF!,#REF!,#REF!,#REF!
396,775,50,1620,162,162,162,1134,24,30.5,30.5,30.5,30.5,40.12635324,1.439369769,26.44342502,6.365497697,0.091065775,37.93279489,15.86134238,#REF!,#REF!,#REF!,#REF!
399,148,90,1620,162,162,162,1134,28,43.5,43.5,43.5,43.5,40.28974304,1.024107853,30.37522016,6.508951433,0.093118046,34.33086681,16.8777974,#REF!,#REF!,#REF!,#REF!
127,72,60,1620,324,486,324,486,28,36,36,36,36,18.68195964,0.698949736,11.95780456,4.709818076,0.067379372,12.58881579,7.031482665,#REF!,#REF!,#REF!,#REF!
241,74,60,1620,162,162,648,648,28,36,36,36,36,30.27878286,1.154326771,19.56175827,5.980956777,0.085564475,15.12609453,11.62111938,#REF!,#REF!,#REF!,#REF!
118,56,55,1620,405,405,405,405,28,34.75,34.75,34.75,34.75,18.20266339,0.760686456,10.91369887,4.261085634,0.060959737,10.38066321,6.316844401,#REF!,#REF!,#REF!,#REF!
119,59,55,1620,162,648,162,648,28,30.7,38.8,30.7,38.8,18.24461279,0.702952848,11.00967143,4.251708259,0.060825583,12.55704846,6.236098395,#REF!,#REF!,#REF!,#REF!
426,66,55,1620,324,324,810,162,28,34.75,34.75,34.75,34.75,42.629737,1.643016418,26.81003141,7.046935689,0.100814531,28.84499323,17.20599908,#REF!,#REF!,#REF!,#REF!
30,324,60,1800,360,540,360,540,4,18,18,18,18,14.79138426,0.580147199,8.896768874,4.497431149,0.064340932,10.85310531,6.510613408,#REF!,#REF!,#REF!,#REF!
290,328,60,1800,180,180,180,1260,4,18,18,18,18,33.20306058,1.276752532,21.82620354,6.560390438,0.09385394,28.51218715,15.31424202,#REF!,#REF!,#REF!,#REF!
44,309,55,1800,450,450,450,450,4,16.75,16.75,16.75,16.75,15.52338176,0.638623813,9.336892742,3.976742369,0.056891879,10.15253608,5.98861237,#REF!,#REF!,#REF!,#REF!
17,299,50,1800,180,720,180,720,4,8.6,22.4,8.6,22.4,13.86852057,0.591182741,7.964195578,3.682909765,0.052688266,10.39573606,4.731405706,#REF!,#REF!,#REF!,#REF!
161,302,50,1800,180,180,720,720,4,15.5,15.5,15.5,15.5,21.06070001,0.919562479,12.243348,4.694134997,0.067155007,10.65717127,7.955866839,#REF!,#REF!,#REF!,#REF!
182,306,50,1800,360,360,900,180,4,15.5,15.5,15.5,15.5,23.16067009,1.015278915,13.07356895,5.017131851,0.071775849,15.36632663,9.325638431,#REF!,#REF!,#REF!,#REF!
38,563,55,1800,180,720,180,720,8,12.7,26.8,12.7,26.8,15.08477583,0.628999942,8.881640336,4.313519917,0.06170987,10.52236819,5.837534609,#REF!,#REF!,#REF!,#REF!
59,561,55,1800,450,450,450,450,8,19.75,19.75,19.75,19.75,15.84299104,0.64874454,9.50792336,4.063961372,0.058139648,10.31062879,6.008112979,#REF!,#REF!,#REF!,#REF!
60,552,50,1800,360,540,360,540,8,18.5,18.5,18.5,18.5,15.86182999,0.687682475,9.223049866,4.100617262,0.058664052,9.525426879,5.847335709,#REF!,#REF!,#REF!,#REF!
177,554,50,1800,180,180,720,720,8,18.5,18.5,18.5,18.5,22.38681633,0.964886008,13.23593238,4.999228004,0.071519714,12.12269778,9.051499085,#REF!,#REF!,#REF!,#REF!
210,558,50,1800,360,360,900,180,8,18.5,18.5,18.5,18.5,26.04243755,1.09134417,15.60403203,5.354334313,0.076599919,17.86336257,10.57965963,#REF!,#REF!,#REF!,#REF!
298,556,50,1800,180,180,180,1260,8,18.5,18.5,18.5,18.5,33.79522569,1.285960109,21.78615959,6.325492383,0.090493453,29.25954911,15.25231507,#REF!,#REF!,#REF!,#REF!
64,829,60,1800,360,540,360,540,12,21.6,26.4,21.6,26.4,16.05487262,0.616630756,9.864943854,4.246687794,0.06075376,9.916287115,6.572559539,#REF!,#REF!,#REF!,#REF!
202,830,60,1800,180,180,720,720,12,24,24,24,24,25.30404813,0.967417433,16.25898281,5.458291316,0.078087143,12.75566788,10.23201128,#REF!,#REF!,#REF!,#REF!
294,832,60,1800,180,180,180,1260,12,24,24,24,24,33.52566787,1.159800813,23.11766845,6.451529692,0.092296562,26.99602793,15.41835736,#REF!,#REF!,#REF!,#REF!
55,813,55,1800,450,450,450,450,12,22.75,22.75,22.75,22.75,15.78772923,0.631495849,9.518462519,4.122662538,0.058979435,10.50674668,6.279374694,#REF!,#REF!,#REF!,#REF!
273,822,55,1800,360,360,900,180,12,22.75,22.75,22.75,22.75,31.8475772,1.240540474,19.56133817,6.649563461,0.095129663,20.42212125,13.83129471,#REF!,#REF!,#REF!,#REF!
45,803,50,1800,180,720,180,720,12,15.8,27.2,15.8,27.2,15.6138424,0.658815644,9.066671868,3.883985937,0.055564892,10.5085451,5.42387994,#REF!,#REF!,#REF!,#REF!
88,183,60,1800,360,540,360,540,16,24.8,29.2,24.8,29.2,16.86219325,0.632999243,10.50811108,4.269189985,0.061075679,10.38483974,6.733029815,#REF!,#REF!,#REF!,#REF!
207,184,60,1800,180,180,720,720,16,27,27,27,27,25.61397773,0.976750282,16.50380578,5.566321228,0.079632636,12.95622171,10.37974445,#REF!,#REF!,#REF!,#REF!
328,186,60,1800,180,180,180,1260,16,27,27,27,27,35.59788635,1.2444768,23.91528331,6.35775928,0.090955068,30.31017284,15.54934921,#REF!,#REF!,#REF!,#REF!
83,167,55,1800,450,450,450,450,16,25.75,25.75,25.75,25.75,16.64917774,0.659202166,10.09964654,4.21102168,0.060243515,11.29193434,6.448815029,#REF!,#REF!,#REF!,#REF!
79,157,50,1800,180,720,180,720,16,19.4,29.6,19.4,29.6,16.55450262,0.707124022,9.603849433,4.077563615,0.058334243,11.02794821,5.934476209,#REF!,#REF!,#REF!,#REF!
384,164,50,1800,360,360,900,180,16,24.5,24.5,24.5,24.5,39.30676304,1.624860763,24.09070771,6.691318102,0.095727011,26.71766841,17.82666964,#REF!,#REF!,#REF!,#REF!
101,435,60,1800,360,540,360,540,20,28,32,28,32,17.42871914,0.651891806,10.82615396,4.313235661,0.061705803,10.55224999,6.822147279,#REF!,#REF!,#REF!,#REF!
100,419,55,1800,450,450,450,450,20,28.75,28.75,28.75,28.75,17.34643218,0.684518015,10.40883911,4.287953022,0.061344106,11.0379264,6.565227929,#REF!,#REF!,#REF!,#REF!
94,409,50,1800,180,720,180,720,20,23,32,23,32,17.19051948,0.70753277,10.07585429,4.150995399,0.05938477,10.86765535,6.467837091,#REF!,#REF!,#REF!,#REF!
299,412,50,1800,180,180,720,720,20,27.5,27.5,27.5,27.5,33.8125729,1.377403056,21.27465757,6.572096192,0.094021405,22.56457934,15.85579018,#REF!,#REF!,#REF!,#REF!
359,414,50,1800,180,180,180,1260,20,27.5,27.5,27.5,27.5,37.40091859,1.442307692,24.19142117,6.629080741,0.094836634,31.98312512,16.09834765,#REF!,#REF!,#REF!,#REF!
391,416,50,1800,360,360,900,180,20,27.5,27.5,27.5,27.5,39.67401723,1.580466334,24.63946402,6.734830932,0.096349513,27.08609361,17.43906106,#REF!,#REF!,#REF!,#REF!
439,704,65,1800,360,360,900,180,24,34.25,34.25,34.25,34.25,43.95954844,1.468325593,30.38256031,8.425635394,0.120538418,31.0462768,20.31481754,#REF!,#REF!,#REF!,#REF!
121,686,60,1800,360,540,360,540,24,33,33,33,33,18.27587455,0.682865508,11.28270864,5.02694236,0.0719162,11.87915386,8.422708224,#REF!,#REF!,#REF!,#REF!
397,690,60,1800,180,180,180,1260,24,33,33,33,33,40.13216833,1.31819546,28.08693699,6.772126412,0.096883067,35.44122523,16.44610596,#REF!,#REF!,#REF!,#REF!
133,671,55,1800,450,450,450,450,24,31.75,31.75,31.75,31.75,18.9973767,0.744518825,11.69033705,4.644025772,0.066438137,11.85977976,7.40176525,#REF!,#REF!,#REF!,#REF!
132,661,50,1800,180,720,180,720,24,26.6,34.4,26.6,34.4,18.96574484,0.785308764,11.37694202,4.561719338,0.065260649,10.85908265,7.386007566,#REF!,#REF!,#REF!,#REF!
361,664,50,1800,180,180,720,720,24,30.5,30.5,30.5,30.5,37.73145351,1.488134112,24.31527153,6.83682573,0.097808666,26.88523978,17.62254096,#REF!,#REF!,#REF!,#REF!
163,1021,95,1800,180,720,180,720,28,34.7,54.8,34.7,54.8,21.11404825,0.616175137,15.18706971,5.288159925,0.075653218,18.79596054,10.25929041,#REF!,#REF!,#REF!,#REF!
417,964,70,1800,180,180,720,720,28,38.5,38.5,38.5,38.5,41.83596077,1.361576526,29.56954736,7.177563215,0.102683308,28.84613128,18.31568957,#REF!,#REF!,#REF!,#REF!
437,968,70,1800,360,360,900,180,28,38.5,38.5,38.5,38.5,43.4638147,1.452644832,29.88276904,8.045604378,0.115101636,30.52614455,20.10982685,#REF!,#REF!,#REF!,#REF!
146,939,60,1800,360,540,360,540,28,34.4,37.6,34.4,37.6,20.02446114,0.722501652,12.71170061,4.748256986,0.067929284,12.02721916,8.515199467,#REF!,#REF!,#REF!,#REF!
419,942,60,1800,180,180,180,1260,28,36,36,36,36,41.97950808,1.32765302,29.77848643,6.543158715,0.093607421,39.7279103,16.56885935,#REF!,#REF!,#REF!,#REF!
141,923,55,1800,450,450,450,450,28,34.75,34.75,34.75,34.75,19.71105833,0.777499785,12.04956231,4.77440243,0.068303325,11.95957731,7.856947294,#REF!,#REF!,#REF!,#REF!
21,1177,55,1980,198,792,198,792,4,9.1,24.4,9.1,24.4,14.14190469,0.570052593,8.199773048,4.62159486,0.066117237,10.74260684,6.183185218,#REF!,#REF!,#REF!,#REF!
53,1178,55,1980,396,594,396,594,4,16.75,16.75,16.75,16.75,15.73074517,0.654369598,9.306087478,4.454279123,0.063723593,10.0452266,6.538344347,#REF!,#REF!,#REF!,#REF!
310,1184,55,1980,396,396,990,198,4,16.75,16.75,16.75,16.75,34.71456679,1.416939833,21.29743195,7.636762201,0.109252678,22.2147042,17.52929284,#REF!,#REF!,#REF!,#REF!
50,1163,50,1980,495,495,495,495,4,15.5,15.5,15.5,15.5,15.70011675,0.674619995,9.074449034,4.320471144,0.061809315,7.754215242,6.22459518,#REF!,#REF!,#REF!,#REF!
176,1168,50,1980,198,198,792,792,4,15.5,15.5,15.5,15.5,22.34725808,0.996738989,12.93401458,5.432734188,0.077721519,12.89934414,9.88955761,#REF!,#REF!,#REF!,#REF!
237,1170,50,1980,198,198,198,1386,4,15.5,15.5,15.5,15.5,30.04788969,1.170577288,19.42389792,6.021660216,0.086146784,25.56068279,15.01165366,#REF!,#REF!,#REF!,#REF!
288,1446,60,1980,198,198,198,1386,8,21,21,21,21,33.10203891,1.172530081,22.36206745,6.697979454,0.09582231,28.36547635,15.54440026,#REF!,#REF!,#REF!,#REF!
47,1429,55,1980,198,792,198,792,8,12.7,26.8,12.7,26.8,15.62528653,0.623657501,9.139202858,4.899969977,0.070099714,10.5440007,6.777636044,#REF!,#REF!,#REF!,#REF!
69,1415,50,1980,495,495,495,495,8,18.5,18.5,18.5,18.5,16.21940099,0.686420667,9.401136279,4.362925947,0.06241668,9.196178724,6.396292334,#REF!,#REF!,#REF!,#REF!
70,1418,50,1980,396,594,396,594,8,18.5,18.5,18.5,18.5,16.23784512,0.703958184,9.39104081,4.428046999,0.063348312,10.23857349,6.651877475,#REF!,#REF!,#REF!,#REF!
262,1420,50,1980,198,198,792,792,8,18.5,18.5,18.5,18.5,31.2364572,1.359896557,19.14023225,6.726916639,0.09623629,19.59565923,15.38056511,#REF!,#REF!,#REF!,#REF!
357,1425,50,1980,396,396,990,198,8,16.4,16.4,29,12.2,37.2361464,1.423838616,23.63601975,9.042161446,0.129358533,26.80966547,19.04174005,#REF!,#REF!,#REF!,#REF!
78,1694,60,1980,396,594,396,594,12,24,24,24,24,16.52983446,0.664942827,9.918749324,4.945317538,0.070748463,11.25562675,8.595774561,#REF!,#REF!,#REF!,#REF!
105,1681,55,1980,198,792,198,792,12,16.3,29.2,16.3,29.2,17.52291374,0.703722404,10.28192362,5.27913347,0.075524084,11.3993394,7.850289279,#REF!,#REF!,#REF!,#REF!
91,1667,50,1980,495,495,495,495,12,21.5,21.5,21.5,21.5,17.05383888,0.712591041,9.943881404,4.475847468,0.064032153,9.532649925,6.835581003,#REF!,#REF!,#REF!,#REF!
204,1672,50,1980,198,198,792,792,12,21.5,21.5,21.5,21.5,25.4329165,1.123543315,14.99262801,5.931460449,0.084856373,14.27643833,11.61497551,#REF!,#REF!,#REF!,#REF!
302,1674,50,1980,198,198,198,1386,12,21.5,21.5,21.5,21.5,33.87798414,1.308874459,22.37071077,6.176031731,0.088355247,32.98212789,16.11877937,#REF!,#REF!,#REF!,#REF!
313,1676,50,1980,396,396,990,198,12,21.5,21.5,21.5,21.5,34.89724122,1.473515126,21.13281397,7.398983576,0.105850981,17.89587944,16.40226482,#REF!,#REF!,#REF!,#REF!
388,73,70,1980,396,396,990,198,16,29.5,29.5,29.5,29.5,39.55199823,1.34720997,26.9784847,7.510770991,0.107450229,27.38377538,20.17065008,#REF!,#REF!,#REF!,#REF!
95,19,50,1980,396,594,396,594,16,24.5,24.5,24.5,24.5,17.256755,0.735721576,10.05257998,4.739296804,0.067801099,10.61159053,7.589921788,#REF!,#REF!,#REF!,#REF!
102,16,50,1980,495,495,495,495,16,24.5,24.5,24.5,24.5,17.4595197,0.723920261,10.16522484,4.59269,0.06570372,9.731352281,7.059703564,#REF!,#REF!,#REF!,#REF!
113,18,50,1980,198,792,198,792,16,19.4,29.6,19.4,29.6,18.14340525,0.768939729,10.37737186,4.851121771,0.069400884,9.337837859,7.56625875,#REF!,#REF!,#REF!,#REF!
304,23,50,1980,198,198,198,1386,16,24.5,24.5,24.5,24.5,34.30901107,1.316172042,22.15269037,6.436763165,0.09208531,28.7782585,15.7451606,#REF!,#REF!,#REF!,#REF!
318,21,50,1980,198,198,792,792,16,24.5,24.5,24.5,24.5,35.08005261,1.491734381,21.48396849,7.324164557,0.104780609,18.56820543,17.13330957,#REF!,#REF!,#REF!,#REF!
112,282,55,1980,198,792,198,792,20,23.5,34,23.5,34,18.13010309,0.690651323,10.5993551,5.242519823,0.075000284,11.10146224,8.107042744,#REF!,#REF!,#REF!,#REF!
123,283,55,1980,396,594,396,594,20,28.75,28.75,28.75,28.75,18.32786184,0.734896909,10.90930842,4.863183374,0.069573439,10.54304837,8.140765649,#REF!,#REF!,#REF!,#REF!
400,289,55,1980,396,396,990,198,20,28.75,28.75,28.75,28.75,40.31699383,1.602722731,24.95899282,7.859612832,0.112440813,28.59249965,18.95115796,#REF!,#REF!,#REF!,#REF!
463,285,55,1980,198,198,792,792,20,28.75,28.75,28.75,28.75,46.5855116,1.739375577,30.68033124,8.664933408,0.123961851,23.3819774,23.03234347,#REF!,#REF!,#REF!,#REF!
111,268,50,1980,495,495,495,495,20,27.5,27.5,27.5,27.5,18.04131398,0.740498728,10.50517697,4.746068137,0.06789797,9.682550191,7.45485702,#REF!,#REF!,#REF!,#REF!
325,275,50,1980,198,198,198,1386,20,27.5,27.5,27.5,27.5,35.53895714,1.314529051,23.33578936,6.603964075,0.094477312,33.36285934,15.81459785,#REF!,#REF!,#REF!,#REF!
375,647,100,1980,198,198,198,1386,24,43,43,43,43,38.66320271,0.937195914,29.63064443,7.021973203,0.100457413,36.38158181,17.8644047,#REF!,#REF!,#REF!,#REF!
447,565,65,1980,396,396,990,198,24,34.25,34.25,34.25,34.25,44.79729377,1.580390512,30.32138621,8.449442917,0.120879012,28.93180198,20.98976391,#REF!,#REF!,#REF!,#REF!
130,535,55,1980,396,594,396,594,24,31.75,31.75,31.75,31.75,18.82598427,0.763477764,11.03352957,5.054200043,0.072306152,10.6562179,8.658445148,#REF!,#REF!,#REF!,#REF!
171,534,55,1980,198,792,198,792,24,27.1,36.4,27.1,36.4,21.76411221,0.838430554,13.16590866,5.983471988,0.085600458,14.99472136,9.926508458,#REF!,#REF!,#REF!,#REF!
518,537,55,1980,198,198,792,792,24,31.75,31.75,31.75,31.75,55.00001999,2.049155649,36.41688773,9.510157,0.136053748,29.06502737,26.0953986,#REF!,#REF!,#REF!,#REF!
143,519,50,1980,495,495,495,495,24,30.5,30.5,30.5,30.5,19.8442423,0.824952214,11.6011205,4.925145005,0.070459871,10.55984067,8.124689954,#REF!,#REF!,#REF!,#REF!
545,126,65,1980,198,198,792,792,28,37.25,37.25,37.25,37.25,60.14812279,2.006356671,42.06245326,10.01331995,0.143252074,35.23984525,27.34611422,#REF!,#REF!,#REF!,#REF!
403,116,60,1980,198,198,198,1386,28,36,36,36,36,40.66727553,1.379953752,28.13160299,6.869872913,0.098281444,36.99033265,16.52593269,#REF!,#REF!,#REF!,#REF!
149,101,55,1980,396,594,396,594,28,33.4,36.1,33.4,36.1,20.18202886,0.788833895,12.20545723,5.335447438,0.07632972,10.57184404,8.679446786,#REF!,#REF!,#REF!,#REF!
170,99,55,1980,198,792,198,792,28,30.7,38.8,30.7,38.8,21.56956467,0.832958979,12.90312463,5.800138966,0.082977668,11.85299081,9.447168168,#REF!,#REF!,#REF!,#REF!
449,106,55,1980,396,396,990,198,28,34.75,34.75,34.75,34.75,45.03114584,1.614110176,28.7641052,8.031797286,0.11490411,29.10872478,19.63654076,#REF!,#REF!,#REF!,#REF!
175,84,50,1980,495,495,495,495,28,33.5,33.5,33.5,33.5,22.27502593,0.914478224,13.1437682,5.403361951,0.077301315,10.9726089,10.02093064,#REF!,#REF!,#REF!,#REF!
77,351,55,2160,216,864,216,864,4,9.1,24.4,9.1,24.4,16.42265235,0.643094771,9.792265983,5.037511012,0.072067396,12.24419727,7.400651787,#REF!,#REF!,#REF!,#REF!
323,354,55,2160,216,216,864,864,4,16.75,16.75,16.75,16.75,35.35314372,1.477751895,20.96600218,7.884663817,0.112799196,20.82011447,18.43789059,#REF!,#REF!,#REF!,#REF!
67,341,50,2160,432,648,432,648,4,13.2,17.8,13.2,17.8,16.21073821,0.711962539,9.324095077,4.504862172,0.064447241,9.271191409,6.580303364,#REF!,#REF!,#REF!,#REF!
85,337,50,2160,540,540,540,540,4,15.5,15.5,15.5,15.5,16.71127886,0.699585862,9.754634499,4.654871195,0.066593293,8.641329109,7.453867166,#REF!,#REF!,#REF!,#REF!
242,344,50,2160,216,216,216,1512,4,15.5,15.5,15.5,15.5,30.29307225,1.204350934,19.58114806,6.339123011,0.090688455,27.75103547,15.24743056,#REF!,#REF!,#REF!,#REF!
346,347,50,2160,432,432,1080,216,4,13.2,13.2,27,8.6,36.54024581,1.43617398,22.98045348,9.814824486,0.140412367,27.8411051,19.80967339,#REF!,#REF!,#REF!,#REF!
349,610,55,2160,432,432,1080,216,8,19.75,19.75,19.75,19.75,36.63707064,1.479082389,22.541782,7.708364496,0.110277031,24.61329398,19.40232474,#REF!,#REF!,#REF!,#REF!
61,592,50,2160,432,648,432,648,8,18.5,18.5,18.5,18.5,15.90621828,0.678626571,9.081392839,4.814832532,0.068881724,9.633215259,7.557979601,#REF!,#REF!,#REF!,#REF!
93,591,50,2160,216,864,216,864,8,12.2,24.8,12.2,24.8,17.15703808,0.753110948,9.491559546,5.088517504,0.072797103,10.31885095,7.62947372,#REF!,#REF!,#REF!,#REF!
109,589,50,2160,540,540,540,540,8,18.5,18.5,18.5,18.5,17.8909744,0.736012551,10.43951119,4.809393372,0.068803911,9.048974378,7.947606341,#REF!,#REF!,#REF!,#REF!
265,596,50,2160,216,216,216,1512,8,18.5,18.5,18.5,18.5,31.30865716,1.205178254,20.13147951,6.336265744,0.090647579,27.43327004,15.5569932,#REF!,#REF!,#REF!,#REF!
379,594,50,2160,216,216,864,864,8,18.5,18.5,18.5,18.5,38.7382598,1.583137909,24.56549884,8.582884101,0.122788041,20.69867067,21.75941609,#REF!,#REF!,#REF!,#REF!
106,856,55,2160,432,648,432,648,12,22.75,22.75,22.75,22.75,17.60130909,0.736442376,10.25274065,5.311016611,0.075980209,9.870836902,8.869735585,#REF!,#REF!,#REF!,#REF!
344,862,55,2160,432,432,1080,216,12,22.75,22.75,22.75,22.75,36.44031668,1.497990418,22.15336488,7.46802981,0.106838767,28.95435267,19.08807872,#REF!,#REF!,#REF!,#REF!
114,841,50,2160,540,540,540,540,12,21.5,21.5,21.5,21.5,18.14722722,0.754789459,10.52318833,4.986847478,0.071342596,8.822289479,8.235525154,#REF!,#REF!,#REF!,#REF!
122,843,50,2160,216,864,216,864,12,15.8,27.2,15.8,27.2,18.32257878,0.792840452,10.37237283,5.250872435,0.075119777,9.414362092,7.966358104,#REF!,#REF!,#REF!,#REF!
284,848,50,2160,216,216,216,1512,12,21.5,21.5,21.5,21.5,32.97296762,1.23521271,21.86158711,6.126191103,0.087642219,29.46963794,15.89061067,#REF!,#REF!,#REF!,#REF!
409,846,50,2160,216,216,864,864,12,21.5,21.5,21.5,21.5,41.19347679,1.641026874,26.03462085,8.422702411,0.120496458,24.61882812,21.90018412,#REF!,#REF!,#REF!,#REF!
363,1138,65,2160,432,432,1080,216,16,28.25,28.25,28.25,28.25,37.80056703,1.351592939,25.32854236,8.579023175,0.122732807,27.42053948,20.856558,#REF!,#REF!,#REF!,#REF!
341,1124,60,2160,216,216,216,1512,16,27,27,27,27,36.32566869,1.212613095,24.95911717,6.990998785,0.100014289,31.19842891,16.49139931,#REF!,#REF!,#REF!,#REF!
129,1093,50,2160,540,540,540,540,16,24.5,24.5,24.5,24.5,18.81732845,0.770629397,10.89804806,5.18944645,0.074241008,8.965300079,8.975081509,#REF!,#REF!,#REF!,#REF!
131,1096,50,2160,432,648,432,648,16,24.5,24.5,24.5,24.5,18.94052745,0.778048456,11.05404489,5.468346589,0.078230996,12.13885383,9.48967556,#REF!,#REF!,#REF!,#REF!
138,1095,50,2160,216,864,216,864,16,19.4,29.6,19.4,29.6,19.23428013,0.816164639,11.16365521,5.366233806,0.076770155,10.55746361,9.023182709,#REF!,#REF!,#REF!,#REF!
434,1098,50,2160,216,216,864,864,16,24.5,24.5,24.5,24.5,43.23422578,1.782708815,26.84075856,8.722111687,0.124779852,22.54426665,23.42041363,#REF!,#REF!,#REF!,#REF!
315,1376,60,2160,216,216,216,1512,20,30,30,30,30,34.94113166,1.118356419,24.22046224,6.842700438,0.09789271,30.29958593,16.44115848,#REF!,#REF!,#REF!,#REF!
